"","AccSpeciesID","AccSpeciesName","median_height","uid"
"27947",438738,"Micranthes nivalis",0.054,"90606"
"27948",438748,"Micranthes stellaris",0.04,"90614"
"27949",438776,"Microcorys sp",0.2,NA
"27950",438784,"Microcos conocarpa",5,NA
"27951",438785,"Microcos conocarpoides",5,NA
"27952",438790,"Microcos heterotricha",7,NA
"27953",438792,"Microcos longipetiolata",0.98,NA
"27954",438794,"Microcos microthyrsa",2.5,NA
"27955",438805,"Microdesmia arborea",20,"1127053"
"27956",438848,"Microrrhinum litorale",0.5,"1859206"
"27957",439048,"Mimetes sp",2.5,NA
"27958",439091,"Minuartia corcontica",0.12,NA
"27959",439140,"Mitragyna ledermannii",25,"1317839"
"27960",439152,"Miyamayomena simplex",1.116,"1196846"
"27961",439176,"Moehringia bavarica subsp. bavarica",0.15,NA
"27962",439177,"Moehringia bavarica subsp. insubrica",0.15,NA
"27963",439179,"Moehringia trinervia subsp. trinervia",0.2,NA
"27964",439214,"Monanthotaxis enghiana",16.2,"1202417"
"27965",439221,"Monanthotaxis obovata",5,"1202418"
"27966",439228,"Monarda fistulosa subsp. fistulosa",0.9144,NA
"27967",439281,"Mononeuria patula",0.045,NA
"27968",439287,"Monoon glabrum",12.25,NA
"27969",439291,"Monoon longifolium",15,"235806"
"27970",439299,"Monosis conferta",10.2,NA
"27971",439362,"Monteverdia elongata",3.048,"883790"
"27972",439364,"Monteverdia evonymoides",15.69,"1081517"
"27973",439371,"Monteverdia guyanensis",15,NA
"27974",439387,"Monteverdia littoralis",5.25,NA
"27975",439390,"Monteverdia macrocarpa",30,NA
"27976",439400,"Monteverdia myrsinoides",21.5,"1186160"
"27977",439402,"Monteverdia oblongata",14.5,"597319"
"27978",439424,"Monteverdia schippii",21.17276382,"681461"
"27979",439437,"Montia australasica",0.00834,"384566"
"27980",439439,"Montia fontana subsp. fontana",0.25,NA
"27981",439502,"Moquilea brittoniana",46.6666666666667,"1671065"
"27982",439509,"Moquilea corniculata",17.8,NA
"27983",439529,"Moquilea macrocarpa",25,NA
"27984",439533,"Moquilea minutiflora",30,"597315"
"27985",439540,"Moquilea tambopatensis",5,NA
"27986",439541,"Moquilea tomentosa",13,"22987"
"27987",439542,"Moquilea unguiculata",30,"1868820"
"27988",439567,"Morella adenophora",3,"384999"
"27989",439568,"Morella carolinensis",2.98704,"260996"
"27990",439571,"Morella sp",1.436666667,"3350921"
"27991",439643,"Mosannona garwoodiae",14.524166665,NA
"27992",439646,"Moss",0.011,NA
"27993",439653,"Mountain agoho",20.1,NA
"27994",439669,"Mucuna lamellata",10,"1848228"
"27995",439703,"Mummenhoffia alliacea",0.24,"165364"
"27996",439716,"MURUPITA",13,NA
"27997",439797,"Mycetia faberi",1,"1712817"
"27998",439799,"Mycetia tonkinensis",1,"1514997"
"27999",439809,"Myosotis ambigens",0.02344,NA
"28000",439812,"Myosotis discolor subsp. discolor",0.4,NA
"28001",439818,"Myosotis pyrenaica",0.061,NA
"28002",439819,"Myosotis ramosissima subsp. ramosissima",0.3,NA
"28003",439885,"Myrialepis paradoxa",45,"93300"
"28004",439903,"Myriophyllum pedunculatum subsp. pedunculatum",0.00237,NA
"28005",439948,"Myristica mindanaensis",15.925,NA
"28006",439964,"Myrtama elegans",2.9,"194560"
"28007",439973,"Mythenus dhofarensis",1.5,NA
"28008",440014,"Nanorrhinum scoparium",0.8,NA
"28009",440061,"Narcissus incomparabilis_x",0.4,NA
"28010",440076,"Narcissus medioluteus_x",0.6,NA
"28011",440101,"Narcissus pseudonarcissus subsp. pseudonarcissus",0.3,NA
"28012",440118,"Narcissus tazetta subsp. tazetta",0.4,"2496134"
"28013",440145,"Nasturtium sterile_x",1,NA
"28014",440256,"Nectandra rubriflora",35,NA
"28015",440267,"Neillia hanceana",1.5,"141009"
"28016",440268,"Neillia incisa",2.5,"190009"
"28017",440272,"Nekemias arborea",0.03048,"345093"
"28018",440380,"Neocussonia umbellifera",15,"256633"
"28019",440457,"Nepeta faasenii_x",0.6,NA
"28020",440471,"Nephelium oppositifolium",20,NA
"28021",440492,"Nephromopsis cucullata",0.05,NA
"28022",440500,"Nephromopsis richardsonii",0.03,"3384079"
"28023",440519,"Nerium oleander subsp. oleander",2.68,"1211587"
"28024",440523,"Nesaea ramosa",0.7,NA
"28025",440565,"Nicotiana rotundifolia",0.312,"200310"
"28026",440607,"Noccaea alpestris",0.1,"478945"
"28027",440610,"Noccaea brachypetala",0.275,"1520948"
"28028",440612,"Noccaea caerulescens subsp. caerulescens",0.3,"1810328"
"28029",440624,"Noccaea iberidea",0.06,"1907828"
"28030",440634,"Noccaea perfoliata",0.1,"126278"
"28031",440636,"Noccaea praecox",0.05,"473028"
"28032",440637,"Noccaea rotundifolia",0.05,"1230357"
"28033",440640,"Noccaea sylvia",0.05,"545971"
"28034",440644,"Noccaea virens",0.125,"1534684"
"28035",440705,"Nothocissus hypoglauca",8,NA
"28036",440708,"Nothofagus leonii_x",22.5,NA
"28037",440752,"Notogrammitis heterophylla",2,"263087"
"28038",440799,"Nymphaea sp",1.5,"3237847"
"28039",440807,"Nyssa sylvatica var. sylvatica",30,NA
"28040",441122,"Oceanopteris cartilaginea",0.4,NA
"28041",441138,"Ochanostachys sp",17.6,NA
"28042",441151,"Ochna arenaria",1.5,NA
"28043",441153,"Ochna hiernii",6,NA
"28044",441172,"Ocotea bicolor",21.85,"881596"
"28045",441253,"Odontarrhena akamasica",0.225,NA
"28046",441255,"Odontarrhena caliacrae",0.1,NA
"28047",441257,"Odontarrhena chondrogyna",0.2,NA
"28048",441261,"Odontarrhena cyprica",0.2,"226027"
"28049",441265,"Odontarrhena fragillima",0.2,"763655"
"28050",441272,"Odontarrhena troodi",0.2,"763660"
"28051",441276,"Odontites lanceolatus",0.2,"1533228"
"28052",441278,"Odontites littoralis",0.15,NA
"28053",441281,"Odontites luteus subsp. luteus",0.4,"2042192"
"28054",441399,"Oenothera fallax_x",2,NA
"28055",441400,"Oenothera filiformis",0.639,"260694"
"28056",441402,"Oenothera gaura",0.9865,"260689"
"28057",441404,"Oenothera glaziouviana",0.85,NA
"28058",441405,"Oenothera glaziovana",0.1605,NA
"28059",441412,"Oenothera lindheimeri",0.4,"225334"
"28060",441454,"Olea europaea var. europaea",3,NA
"28061",441463,"Olearia phlogopappa var. subrepanda",0.3364,"199269"
"28062",441465,"Olearia pimeleoides var. pimeleoides",1,NA
"28063",441498,"Olsynium douglasii var. douglasii",0.3048,NA
"28064",441676,"Oncocalamus macrospathus",35,"1470064"
"28065",441677,"Oncocalamus wrightianus",10,"3040588"
"28066",441769,"Onosma caespitosa",0.2,"925427"
"28067",441786,"Oocephala centauroides",0.625,NA
"28068",441863,"Ophrys arachnitiformis_x",0.2,NA
"28069",441965,"Ophrys flavicans_x",0.2125,NA
"28070",442468,"Orchis mascula subsp. mascula",0.4,NA
"28071",442555,"Oreobolus pumilio subsp. pumilio",0.00258,NA
"28072",442562,"Oreocarya cana",0.0207,"1452885"
"28073",442570,"Oreocarya flava",0.6,"1213308"
"28074",442594,"Oreocarya setosissima",0.2,"1563383"
"28075",442644,"Oreoxis alpina subsp. alpina",0.0384,"178696"
"28076",442662,"Origanum vulgare subsp. vulgare",0.36,"1183238"
"28077",442665,"Oritrophium limnifolium",0.0286816666666667,NA
"28078",442666,"Orlaya platycarpos",0.25,NA
"28079",442736,"Ornithogalum pyrenaicum subsp. pyrenaicum",0.55,NA
"28080",442742,"Orobanche alba subsp. alba",0.4,"1843367"
"28081",442763,"Orobanche kochii",0.6,"1940151"
"28082",442764,"Orobanche lanuginosa",0.35,NA
"28083",442807,"Orthacanthus pedunculatus",0.2,"751719"
"28084",442810,"Orthilia secunda subsp. secunda",0.25,NA
"28085",442817,"Orthochilus adenoglossus",0.6,NA
"28086",442819,"Orthochilus aurantiacus",0.6,NA
"28087",442820,"Orthochilus carsonii",0.25,NA
"28088",442825,"Orthochilus ensatus",0.65,"1386247"
"28089",442826,"Orthochilus euanthus",0.3,"1637797"
"28090",442827,"Orthochilus eustachyus",0.435,NA
"28091",442829,"Orthochilus holubii",0.315,NA
"28092",442831,"Orthochilus mechowii",0.5,"1386262"
"28093",442832,"Orthochilus milnei",0.385,"1386264"
"28094",442834,"Orthochilus nuttii",0.31,NA
"28095",442835,"Orthochilus odontoglossus",0.75,"1386265"
"28096",442836,"Orthochilus rarus",0.28,"1637795"
"28097",442838,"Orthochilus ruwenzoriensis",0.6,NA
"28098",442841,"Orthochilus thomsonii",0.3,NA
"28099",442842,"Orthochilus trilamellatus",0.6,"1637799"
"28100",442843,"Orthochilus walleri",1,NA
"28101",442844,"Orthochilus welwitschii",0.3,"1389448"
"28102",442901,"Oscularia falciformis",0.3,"188801"
"28103",442934,"Osteospermum monstrosum",0.499,"3065558"
"28104",442939,"Ostericum palustre",0.7,"2810618"
"28105",442973,"Ottelia ovalifolia subsp. ovalifolia",1,NA
"28106",442995,"Ourisia caespitosa",0.004,"292312"
"28107",442996,"Ourisia glandulosa",0.0069,"292321"
"28108",443167,"Pachira oleagina",4,NA
"28109",443208,"Pachypleurum simplex",0.035,NA
"28110",443223,"Packera crawfordii",0.4,"3002927"
"28111",443231,"PADAROLA",7,NA
"28112",443251,"Paeonia suffruticosa_x",1.5,NA
"28113",443252,"Paeonia yananensis_x",0.4,NA
"28114",443271,"Palicourea acuminata",0.154899341,"96273"
"28115",443324,"Palicourea cyanococca",0.273571543,"681483"
"28116",443326,"Palicourea deflexa",3.048,"3046986"
"28117",443352,"Palicourea guianensis subsp. guianensis",10,NA
"28118",443354,"Palicourea hebeclada",0.203012624,NA
"28119",443358,"Palicourea hoffmannseggiana",3.13,NA
"28120",443438,"Palicourea simiarum",10,NA
"28121",443655,"PAPAROLA",7,NA
"28122",443902,"Parablechnum capense",0.7,"120689"
"28123",443915,"Parablechnum minus",0.3,"393576"
"28124",443949,"Paragymnopteris marantae",0.3,"3138772"
"28125",443950,"Parainarium excelsa",50,NA
"28126",443953,"Parakeelya balonensis",0.25,"860307"
"28127",443961,"Parakeelya eremaea",0.055,"860309"
"28128",443967,"Parakeelya nana",0.03,NA
"28129",444059,"Parinariopsis licaniiflora",14,"1186151"
"28130",444063,"Parkinsonia macra",7.9248,NA
"28131",444115,"Paronychia przewalskii",0.5,NA
"28132",444180,"Passerina sp",1,NA
"28133",444343,"PAU D'ARCO ROXO",13,NA
"28134",444344,"Paubrasilia echinata",25,"372551"
"28135",444427,"Pedicularis comosa subsp. comosa",0.08,NA
"28136",444446,"Pedicularis palustris subsp. palustris",0.6,NA
"28137",444452,"Pedicularis racemosa subsp. alba",0.226,"1392184"
"28138",444455,"Pedicularis rosea subsp. rosea",0.075,NA
"28139",444456,"Pedicularis rostratocapitata subsp. rostratocapitata",0.09428,NA
"28140",444462,"Pedicularis sudetica subsp. sudetica",0.25,NA
"28141",444465,"Pedicularis vertillis",0.144,NA
"28142",444466,"Pedicularis vertisilata",0.081,NA
"28143",444505,"Pelargonium hortorum_x",0.986666667,NA
"28144",444584,"Peltophorum dasyrhachis",30,"1206080"
"28145",444707,"Pentameris airoides",0.17,"379274"
"28146",444719,"Pentameris borussica",0.08,"400507"
"28147",444744,"Pentameris natalensis",0.75,"409584"
"28148",444773,"Pentanema bifrons",0.55,NA
"28149",444774,"Pentanema britannicum",0.45,"119176"
"28150",444776,"Pentanema conyzae",0.5,NA
"28151",444777,"Pentanema ensifolium",0.21,NA
"28152",444778,"Pentanema germanicum",0.4875,NA
"28153",444780,"Pentanema helveticum",0.57,NA
"28154",444781,"Pentanema hirtum",0.315,NA
"28155",444784,"Pentanema montanum",0.25,"2806850"
"28156",444788,"Pentanema salicinum",0.22,"56531"
"28157",444789,"Pentanema spiraeifolium",0.2,NA
"28158",444790,"Pentanema verbascifolium",0.4,NA
"28159",444791,"Pentanisia parviflora",0.21,NA
"28160",444917,"Perebea guianensis subsp. guianensis",13,"3048680"
"28161",444943,"Periploca gracilis",4,"1833775"
"28162",444966,"Perkinsiodendron macgregorii",20,"168115"
"28163",444979,"Persea barbujana",30,NA
"28164",444997,"Persicaria filiformis",0.8,"46789"
"28165",445000,"Persicaria lapathifolia subsp. brittingeri",0.65,NA
"28166",445030,"Pertya dioica",0.8,NA
"28167",445052,"Petasites hybridus subsp. hybridus",1.3,NA
"28168",445060,"Peticites frigidus",0.1375,NA
"28169",445064,"Petrocoptis glaucifolia",0.2,"37499"
"28170",445067,"Petrophila macrostachya",0.5,NA
"28171",445068,"Petrophile ARC PP144",0.5,NA
"28172",445069,"Petrophile ARC PP146",0.5,NA
"28173",445076,"Petrosedum anopetalum",0.14,NA
"28174",445078,"Petrosedum orientale",0.175,NA
"28175",445079,"Petrosedum pruinatum",0.25,NA
"28176",445080,"Petrosedum rupestre",0.2,"91145"
"28177",445081,"Petrosedum sediforme",0.285,NA
"28178",445258,"Phanera chalcophylla",10,NA
"28179",445308,"Phedimus kamtschaticus",0.2,"91120"
"28180",445315,"Phedimus spurius",0.15,"202991"
"28181",445318,"Phedimus stoloniferus",0.25,"91121"
"28182",445320,"Phelline sp",4.14,NA
"28183",445324,"Phemeranthus calycinus",0.05533333333,"2004981"
"28184",445558,"Phlegmariurus varius",0.25,"1158256"
"28185",445564,"Phleum pratense subsp. pratense",0.405,NA
"28186",445582,"Phlomis sp",0.5,NA
"28187",445605,"Phlox maculata subsp. maculata",0.6096,"103569"
"28188",445630,"Phoebe cavaleriei",12,"2746698"
"28189",445632,"Phoebe indica",20,NA
"28190",445704,"Photinia amphidoxa",4,NA
"28191",445708,"Photinia floribunda_x",3,NA
"28192",445709,"Photinia fraseri_x",3.6576,NA
"28193",445987,"Phylica sp",1.2,NA
"28194",446014,"Phyllanthus eriocarpus",3.5,NA
"28195",446015,"Phyllanthus ferdinandii",4,NA
"28196",446082,"Phyllanthus wrightii",8,NA
"28197",446093,"Phyllolobium heydei",0.05,"634087"
"28198",446099,"Phyllopentas schimperi",2,NA
"28199",446197,"Phyteuma scheuchzeri subsp. scheuchzeri",0.25,"1399315"
"28200",446198,"Phyteuma spicatum subsp. spicatum",0.575,NA
"28201",446207,"Picea glauca var. albertiana",50,NA
"28202",446228,"Picris hieracioides subsp. hieracioides",0.5,"1385650"
"28203",446255,"Pilosella blyttiana",0.45,"1405028"
"28204",446259,"Pilosella dubia",0.4,NA
"28205",446261,"Pilosella flagellaris subsp. flagellaris",0.13,NA
"28206",446263,"Pilosella fuscoatra",0.8,NA
"28207",446272,"Pilosella megatricha",0.7,NA
"28208",446274,"Pilosella piloselloides subsp. bauhinii",0.7,NA
"28209",446276,"Pilosella scandinavica",0.45,NA
"28210",446277,"Pilosella scouleri",0.6096,NA
"28211",446281,"Pilosella sulphurea",0.55,NA
"28212",446282,"Pilosella tephroglauca",0.3,NA
"28213",446283,"Pilosella tephrophyton",0.15,NA
"28214",446341,"Pimpinella dendroselinum",0.8,NA
"28215",446344,"Pimpinella kingdon-wardii",2,"1042411"
"28216",446464,"Pinanga acaulis",0.1,NA
"28217",446465,"Pinanga albescens",1.5,"400886"
"28218",446467,"Pinanga arinasae",12,"400887"
"28219",446468,"Pinanga aristata",2,"400888"
"28220",446470,"Pinanga badia",3,"400890"
"28221",446471,"Pinanga basilanensis",10,NA
"28222",446473,"Pinanga capitata",2,NA
"28223",446474,"Pinanga cattienensis",1.5,NA
"28224",446475,"Pinanga celebica",5,"400895"
"28225",446476,"Pinanga cleistantha",3,NA
"28226",446477,"Pinanga copelandii",10,"400897"
"28227",446478,"Pinanga cucullata",0.6,NA
"28228",446479,"Pinanga cupularis",2,NA
"28229",446480,"Pinanga decora",8,NA
"28230",446481,"Pinanga dicksonii",6,"400900"
"28231",446482,"Pinanga dumetosa",1,NA
"28232",446483,"Pinanga egregia",2,"400901"
"28233",446485,"Pinanga geonomiformis",5,NA
"28234",446486,"Pinanga glauca",3.5,NA
"28235",446491,"Pinanga griffithii",3,NA
"28236",446492,"Pinanga heterophylla",3,"400905"
"28237",446493,"Pinanga hookeriana",1,NA
"28238",446494,"Pinanga humilis",1,NA
"28239",446495,"Pinanga inaequalis",1,NA
"28240",446496,"Pinanga isabelensis",3,NA
"28241",446498,"Pinanga keahii",4,NA
"28242",446499,"Pinanga kontumensis",2,NA
"28243",446500,"Pinanga lacei",1,NA
"28244",446501,"Pinanga latisecta",1,"400908"
"28245",446502,"Pinanga lepidota",2.5,NA
"28246",446505,"Pinanga maculata",5,"400910"
"28247",446508,"Pinanga minor",3,NA
"28248",446509,"Pinanga minuta",1.5,NA
"28249",446510,"Pinanga modesta",3,NA
"28250",446511,"Pinanga negrosensis",8,"400912"
"28251",446513,"Pinanga pachyphylla",3,"400913"
"28252",446515,"Pinanga paradoxa",1.8,NA
"28253",446517,"Pinanga patula",6,"264308"
"28254",446518,"Pinanga perakensis",3,NA
"28255",446519,"Pinanga philippinensis",3,"400914"
"28256",446521,"Pinanga plicata",2,NA
"28257",446523,"Pinanga pulchella",1.5,"400916"
"28258",446525,"Pinanga quadrijuga",3,NA
"28259",446526,"Pinanga ridleyana",1,NA
"28260",446527,"Pinanga rigida",5,NA
"28261",446528,"Pinanga rumphiana",15,"252732"
"28262",446529,"Pinanga rupestris",0.6,NA
"28263",446530,"Pinanga salicifolia",4,"400920"
"28264",446532,"Pinanga sessilifolia",2,"400921"
"28265",446533,"Pinanga sierramadreana",5,NA
"28266",446535,"Pinanga stricta",1.5,NA
"28267",446536,"Pinanga stylosa",4,NA
"28268",446537,"Pinanga subintegra",3,"400922"
"28269",446539,"Pinanga tenella",2,NA
"28270",446541,"Pinanga trichoneura",2.15,NA
"28271",446543,"Pinanga urdanetensis",3,NA
"28272",446544,"Pinanga urosperma",3.6,"400925"
"28273",446545,"Pinanga variegata",3,NA
"28274",446546,"Pinanga veitchii",2,"400926"
"28275",446547,"Pinanga watanaiana",2.5,"400927"
"28276",446548,"Pinanga woodiana",5,NA
"28277",446549,"Pinanga yassinii",2,NA
"28278",446561,"Pinguicula vulgaris subsp. vulgaris",0.25,"1736107"
"28279",446573,"Pinus halepensis subsp. halepensis",20,NA
"28280",446574,"Pinus heldreichii var. heldreichii",20,NA
"28281",446575,"Pinus mugo subsp. rotundata",10,"689842"
"28282",446577,"Pinus nigra var. nigra",30,"993100"
"28283",446578,"Pinus ponderosa var. ponderosa",39.6,"55064"
"28284",446634,"Piofontia rupestris",1,"2841757"
"28285",446713,"Piptatheropsis micrantha",0.762,"487966"
"28286",446714,"Piptatheropsis pungens",0.3,"1118090"
"28287",446726,"Piptocarpha sp",1.363333333,NA
"28288",446780,"PITOMBA",13,"575650"
"28289",446833,"Plantago atrata subsp. atrata",0.0675,NA
"28290",446839,"Plantago coronopus subsp. coronopus",0.19775,NA
"28291",446846,"Plantago lanigera",0.0099,"589142"
"28292",446850,"Plantago maritima subsp. maritima",0.4,"1603948"
"28293",446851,"Plantago maritima subsp. serpentina",0.125,NA
"28294",446863,"Plantago uniflora",0.1,"223169"
"28295",446910,"Platanus hispanica_x",30.24,NA
"28296",446937,"Platysace juncea",0.6,NA
"28297",447059,"Plectocomia assamica",15,"1567494"
"28298",447062,"Plectocomia dransfieldiana",30,"2864805"
"28299",447063,"Plectocomia elmeri",25,"3040590"
"28300",447064,"Plectocomia himalayana",20,"1233746"
"28301",447065,"Plectocomia khasyana",25,"2864807"
"28302",447066,"Plectocomia longistigma",20,"2864808"
"28303",447069,"Plectocomia mulleri",30,"93308"
"28304",447070,"Plectocomia pierreana",50,"2559488"
"28305",447072,"Plectocomiopsis corneri",25,"2864812"
"28306",447073,"Plectocomiopsis mira",40,"2778458"
"28307",447074,"Plectocomiopsis songthanhensis",30,"2864813"
"28308",447075,"Plectocomiopsis triquetra",40,"3040592"
"28309",447076,"Plectocomiopsis wrayi",30,"2755124"
"28310",447485,"Poa bulbosa subsp. bulbosa",0.2,"1211596"
"28311",447486,"Poa bulbosa var. bulbosa",0.4,"1544618"
"28312",447496,"Poa fendleriana subsp. fendleriana",0.79248,"2570664"
"28313",447559,"Poa tirianis",0.501,NA
"28314",447561,"Poa trivialis subsp. trivialis",0.6,"2072145"
"28315",447729,"Polyalthia xanthocarpa",2.5,"1310113"
"28316",447741,"Polycarpaea balfourii",0.05,NA
"28317",447754,"Polycarpaea tetraphylla",0.09,NA
"28318",447792,"Polygala forbesii",3,NA
"28319",447793,"Polygala forojulensis",0.05,NA
"28320",447806,"Polygala nicaeensis subsp. nicaeensis",0.25,NA
"28321",447819,"Polygala vulgaris subsp. oxyptera",0.115,"690841"
"28322",447820,"Polygala vulgaris subsp. vulgaris",0.2,NA
"28323",447822,"Polygaloides chamaebuxus",0.08,NA
"28324",447823,"Polygaloides vayredae",0.05,"2583856"
"28325",447828,"Polygonatum hybridum_x",1,NA
"28326",447841,"Polygonum articulatum",0.3,"452461"
"28327",447842,"Polygonum aviculare subsp. aviculare",1,"701426"
"28328",447843,"Polygonum aviculare subsp. rurivagum",0.3,"580475"
"28329",447880,"Polygonum tianschanicum",0.4,"2767217"
"28330",448113,"Polystichum neozelandicum",0.4,"111800"
"28331",448126,"Pomaderris canescens",2.05,NA
"28332",448199,"Pontechium maculatum",1,"554546"
"28333",448210,"Populus balsamifera subsp. balsamifera",30,NA
"28334",448211,"Populus balsamifera subsp. trichocarpa",30,"3694"
"28335",448212,"Populus berolinensis_x",25,NA
"28336",448214,"Populus canadensis_x",21.2,NA
"28337",448215,"Populus canescens_x",30,NA
"28338",448218,"Populus deltoides var. deltoides",55.5,NA
"28339",448222,"Populus hopeiensis_x",30,NA
"28340",448225,"Populus jackii_x",27.5,NA
"28341",448229,"Populus nigra var. thevestina",30,"2082854"
"28342",448235,"Populus rotundifolia var. duclouxiana",20,"1393207"
"28343",448239,"Populus tomentosa_x",30,NA
"28344",448245,"Populus xiaohei_x",20,NA
"28345",448246,"Populus xiaozhuanica_x",30,NA
"28346",448313,"Portulaca oleracea subsp. oleracea",0.2,"1150913"
"28347",448340,"Potamogeton angustifolius_x",0.03,NA
"28348",448394,"Potamogeton nitens_x",0.02,NA
"28349",448440,"Potentilla collina_x",0.225,NA
"28350",448449,"Potentilla divaricata",0.5,NA
"28351",448481,"Potentilla suberecta_x",0.5,NA
"28352",448493,"Poterium verrucosum",0.3,"1533367"
"28353",448546,"Pourouma bicolor subsp. bicolor",22,NA
"28354",448548,"Pourouma melinonii subsp. melinonii",20,"1937441"
"28355",448552,"Pouteria cuspidata subsp. cuspidata",22,"1472134"
"28356",448553,"Pouteria durlandii subsp. durlandii",22,NA
"28357",448567,"Pradosia cochlearia subsp. cochlearia",26,NA
"28358",448636,"Primula elatior subsp. corcontica",0.12,NA
"28359",448653,"Primula meadia",0.099,"59976"
"28360",448656,"Primula pauciflora",0.11315,"175035"
"28361",448659,"Primula pubescens_x",0.165,NA
"28362",448672,"Prismatocarpus sp",0.55,NA
"28363",448677,"Pristimera delagoensis",6,"1237780"
"28364",448679,"Pristimera goetzei",15,"1009595"
"28365",448845,"Prunus domestica subsp. domestica",12,"2950755"
"28366",448850,"Prunus fruticans_x",5,NA
"28367",448862,"Prunus hypoleuca",6,"140651"
"28368",448865,"Prunus ilicifolia subsp. ilicifolia",4.5,"140656"
"28369",448875,"Prunus lusitanica subsp. lusitanica",17,NA
"28370",448876,"Prunus lusitanica var. azorica",4,"664995"
"28371",448889,"Prunus padus subsp. padus",17,"2602056"
"28372",448897,"Prunus serotina var. eximia",15,NA
"28373",448906,"Prunus tianshanica",1.5,"2133964"
"28374",448917,"Prunus yedoensis_x",16,NA
"28375",448984,"Pseudocherleria aizoides",0.0071,"1435651"
"28376",448987,"Pseudocherleria laricina",0.1,"3017854"
"28377",448997,"Pseudodictamnus acetabulosus",0.4,"483793"
"28378",449001,"Pseudodictamnus hirsutus",0.59,"1138119"
"28379",449010,"Pseudofumaria alba subsp. alba",0.4,NA
"28380",449023,"Pseudognath sp",0.28,NA
"28381",449055,"Pseudopegolettia tenella",0.45,NA
"28382",449137,"Pseudotsuga menziesii var. menziesii",76,"278161"
"28383",449146,"Pseudoziziphus parryi",3.406666667,"1226772"
"28384",449148,"Pseuduvaria megalopus",3.5,"235786"
"28385",449151,"Pseuduvaria phuyensis",6,"235718"
"28386",449195,"Psilosiphon bainesii",0.45,NA
"28387",449196,"Psilosiphon coeruleus",0.15,"1436749"
"28388",449197,"Psilosiphon erythranthus",0.2,"1436753"
"28389",449199,"Psilosiphon masukuensis",0.5,NA
"28390",449201,"Psilosiphon rivularis",0.375,"1436773"
"28391",449202,"Psilosiphon sandersonii",0.265,"1436774"
"28392",449203,"Psilosiphon schimperi",0.3,"1436775"
"28393",449204,"Psilosiphon setifolius",0.3,NA
"28394",449205,"Psilosiphon zambeziacus",0.27,NA
"28395",449221,"Psoralea sp",4,NA
"28396",449385,"Psychotria rupicola",0.72,"189183"
"28397",449429,"Pteridium aquilinum subsp. aquilinum",2,"104588"
"28398",449452,"Pterocelastrus sp",8,NA
"28399",449472,"Pteroselinum austriacum",1.05,"203897"
"28400",449498,"Pterygodium dracomontanum",0.345,NA
"28401",449540,"Ptilotus obovatus var. obovatus",1,"400492"
"28402",449550,"Ptychosperma sanderianum",4,"1085983"
"28403",449553,"Puccinella chinampoensis",0.3,NA
"28404",449554,"Puccinellia distans subsp. distans",0.15,NA
"28405",449581,"Pulsatilla alpina subsp. apiifolia",0.224,NA
"28406",449582,"Pulsatilla alpina subsp. millefoliata",0.2,NA
"28407",449584,"Pulsatilla grandis subsp. grandis",0.4,NA
"28408",449585,"Pulsatilla halleri subsp. halleri",0.125,NA
"28409",449594,"Pulsatilla scherfelii",0.075,NA
"28410",449598,"Pulsatilla vulgaris subsp. vulgaris",0.2,NA
"28411",449619,"Pupalia remotiflora",0.7,NA
"28412",449648,"Pycnosorus chrysanthes",0.32,"420147"
"28413",449684,"Pyrenaria wuiana",8,"197098"
"28414",449720,"Pyrola rotundifolia subsp. rotundifolia",0.3,NA
"28415",449778,"Pyrus neoserrulata",10,"470528"
"28416",449794,"Quassia sylvestris",11,NA
"28417",449803,"Quercus agrifolia var. agrifolia",19.5,"2559499"
"28418",449826,"Quercus cerrioides_x",20,NA
"28419",449831,"Quercus cornelius-muelleri",2.43,NA
"28420",449839,"Quercus durata var. durata",2.7,NA
"28421",449844,"Quercus faginea subsp. broteroi",8.9,NA
"28422",449846,"Quercus falcata var. falcata",25,NA
"28423",449847,"Quercus fangshanensis_x",8,NA
"28424",449867,"Quercus ilex subsp. ilex",3.4935,"1211604"
"28425",449903,"Quercus pubescens subsp. pubescens",20,"1211605"
"28426",449908,"Quercus robur subsp. robur",30,"568694"
"28427",449922,"Quercus stellata var. stellata",19.75,NA
"28428",450035,"Ranunculus alpestris subsp. alpestris",0.04307692308,NA
"28429",450039,"Ranunculus circinnatus",2.5,NA
"28430",450044,"Ranunculus dregei",0.095,NA
"28431",450086,"Ranunculus peltatus var. peltatus",0.08,NA
"28432",450105,"Ranunculus sceleratus subsp. sceleratus",0.4,NA
"28433",450127,"Raoulia hectorii",0.0113,"279377"
"28434",450128,"Raoulia subulata",0.0035,NA
"28435",450132,"Raphanus raphanistrum subsp. raphanistrum",0.5,"109997"
"28436",450135,"Raphia cff",9,NA
"28437",450136,"Raphia mannii",10,"3040594"
"28438",450141,"Rapistrum rugosum subsp. rugosum",0.4,NA
"28439",450242,"Reynoutria bohemica_x",3,NA
"28440",450243,"Reynoutria japonica var. japonica",1.3,"580467"
"28441",450251,"Rhabdophyllum welwitschii",2,NA
"28442",450257,"Rhamnus alaternus subsp. alaternus",1.16,NA
"28443",450262,"Rhamnus grubovii",0.25,"1813062"
"28444",450270,"Rhamnus lycioides subsp. lycioides",2,NA
"28445",450272,"Rhamnus ninglangensis",1,NA
"28446",450370,"Rhapis cochinchinensis",3,"2559693"
